"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-04-01","142.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-05-01","165.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-06-01","144.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-07-01","158.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-08-01","157.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-09-01","156.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-10-01","146.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-11-01","135.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2014-12-01","107.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-01-01","147.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-02-01","144.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-03-01","170.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-04-01","154.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-05-01","168.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-06-01","160.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-07-01","168.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-08-01","155.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-09-01","166.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-10-01","156.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-11-01","145.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2015-12-01","122.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-01-01","153.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-02-01","146.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-03-01","161.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-04-01","175.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-05-01","174.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-06-01","159.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-07-01","170.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-08-01","181.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-09-01","176.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-10-01","160.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-11-01","163.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2016-12-01","129.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-01-01","165.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-02-01","169.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-03-01","205.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-04-01","162.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-05-01","195.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-06-01","173.3","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-07-01","190.4","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-08-01","189.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-09-01","187.2","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-10-01","183.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-11-01","180.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2017-12-01","135.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-01-01","195.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-02-01","195.0","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-03-01","213.1","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-04-01","204.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-05-01","237.9","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-06-01","224.7","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-07-01","235.8","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-08-01","243.5","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-09-01","217.6","Index","12-02-21"
"Economic","Employment","Jobs online measure by industry","Healthcare & medical","Healthcare & medical","2018-10-01","226.6","Index","12-02-21"
